Column,word,desc,time,lang,pos
2294,tienda,"tienda
                  f.
                  
                  (Noun)
                  ""store;"" ""tent""
               
                    10th cent. Borrowed from Medieval Latin tenda ""tent"" (cf. Basque (Old Low Navarrese) tenda ""tailor's shop,"" borrowed from Latin). Originally referring to cloth stretched between stakes. From Latin tendere ""to stretch"" (see tender).
                    
                 
Basque
Bizkaian tenda ""shop,"" ""tent,"" Gizpuzkoan denda ""shop,"" Old Low Navarrese tenda ""tailor's shop""",10th cent.,Latin,Noun
2295,tierra,"tierra
                  f.
                  
                  (Noun)
                  ""earth;"" ""dirt;"" ""land""
               
                    10th cent. From Latin terra 'id.' 
                    From Proto-Italic *tersa- 'id.' From Proto-Indo-European *ters-h2- ""dry land,"" from the verbal root *ters- ""to dry out.""
                 

Indo-European




Romance
Asturian tierra, Portuguese terra, Galician terra, Catalan terra, French terre, Italian terra, Aromanian tsarã, Romanian țară, Sardinian terra


Italic
Oscan teras ""of the earth""


Celtic
Old Irish tír ""territory,"" ""dry,"" Old Welsh tir 'id.,' Middle Breton tir 'id.,' Old Cornish tir 'id.'

 
Indo-European

 
Romance
Asturian tierra, Portuguese terra, Galician terra, Catalan terra, French terre, Italian terra, Aromanian tsarã, Romanian țară, Sardinian terra
 
Italic
Oscan teras ""of the earth""
 
Celtic
Old Irish tír ""territory,"" ""dry,"" Old Welsh tir 'id.,' Middle Breton tir 'id.,' Old Cornish tir 'id.'",10th cent.,Latin,Noun
2296,tío,"tío
                  
                  
                  (Noun)
                  (m.) ""uncle;"" (f.) ""aunt""
               
                    10th cent. From Late Latin thius 'id.,' borrowed from Ancient Greek θεῖος ‎(theîos) 'id.' Of unknown origin.
                    
                 

Indo-European




Romance
Asturian tíu, Portuguese tio, Catalan tio, Italian zio, Sardinian tiu

 
Indo-European

 
Romance
Asturian tíu, Portuguese tio, Catalan tio, Italian zio, Sardinian tiu",10th cent.,Latin,Noun
2297,tipo,"tipo
                  m.
                  
                  (Noun)
                  ""type""
               
                    Early 17th cent. From Late Latin typus ""image,"" borrowed from Ancient Greek τύπος ‎(typos) “mark."" From the verb  τύπτειν (typtein) ""to poke."" 
                    From Proto-Indo-European *(s)teu̯p- ""to beat,"" ""to push"" (see estupido).
                 

Indo-European




Albanian
Albanian shtyp ""to crush""

 
Indo-European

 
Albanian
Albanian shtyp ""to crush""",17th cent.,Latin,Noun
2298,tirar,"tirar
                  
                  
                  (Verb)
                  ""to throw""
               
                    12th cent. From Vulgar Latin *tirare 'id.' Of unknown origin.
                    
                 

Indo-European




Romance
Portuguese tirar, Catalan tirar, French tirer

 
Indo-European

 
Romance
Portuguese tirar, Catalan tirar, French tirer",12th cent.,Vulgar Latin,Verb
2300,"ti, tí","ti, tí
                  
                  
                  (Pronoun)
                  ""to you""
               
                    From Vulgar Latin ti 'id.,' from Latin tibi 'id.' 
                    From Proto-Italic *tefei, from Proto-Indo-European *tébhi̯o 'id.,' with an enclitic form *toi. 
                 

Indo-European




Romance
Portuguese ti, Romanian ție

 
Indo-European

 
Romance
Portuguese ti, Romanian ție",No Time Found,Vulgar Latin,Pronoun
2301,toca,"toca
                  f.
                  
                  (Noun)
                  ""headcovering,"" ""hat""
               
                    11th cent. Old Spanish touca. Borrowed from a pre-Roman, non-Indo-European language in Iberia as *tauka.
                    
                 

Indo-European




Romance
Portuguese touca ""headdress""

 
Indo-European

 
Romance
Portuguese touca ""headdress""
 
Basque
Basque tauka ""cap,"" Roncalese taika ""headdress worn in church by young women,"" Low Navarrese ttauka 'id.'",11th cent.,Old Spanish,Noun
2302,tocar (1),"tocar (1)
                  
                  
                  (Verb)
                  ""to touch""
               
                    13th cent. From Vulgar Latin *toccare ""to touch,"" ""to strike."" From a West Germanic language (cf. Middle Dutch *tocken ""to strike"") or from Proto-West-Germanic *tokken ""to push"" but the route is unclear.
                    Ultimately from Proto-Germanic *tukkan- 'id.' From Proto-Indo-European *du̯k-neh2- 'id.' From the root *deu̯k- ""to pull"" with an iterative stem.
                 

Indo-European




Germanic
Old Norse toga ""to drag,"" Old High German zogōn ""to pull,"" Middle Dutch tocken ""to jerk,"" Old English togian ""to tug"" (English to tug)

 
Indo-European

 
Germanic
Old Norse toga ""to drag,"" Old High German zogōn ""to pull,"" Middle Dutch tocken ""to jerk,"" Old English togian ""to tug"" (English to tug)",13th cent.,Vulgar Latin,Verb
2303,tocar (2),"tocar (2)
                  
                  
                  (Verb)
                  ""to comb,"" ""to dress hair;"" ""to cover the head with a toca""
               
                    13th cent. Either derived from toca or borrowed from a pre-Roman, non-Indo-European language (compare Basque tauka ""cap"").",13th cent.,Basque,Verb
2304,tocino,"tocino
                  m.
                  
                  (Noun)
                  ""lard;"" ""bacon;"" (Aragon) ""pig""
               
                    11th cent. From Medieval Latin tuccinum lardum ""bacon lard"" (for a continued etymology of lardum, see lardo). From Latin tuccetem ""pork conserved in brine,"" from tucca ""liquid lard.""
                    Of unknown origin.",11th cent.,Latin,Noun
2306,todo,"todo
                  m.
                  
                  (Adjective, Noun)
                  ""all""
               
                    10th cent. From Latin totus 'id.' 
                    Perhaps from Proto-Indo-European *tou̯H-eto- ""stuffed"" but this is semantically problematic (Walde & Hoffman 1954; de Vaan 2008).
                 

Indo-European




Romance
Asturian tou, Portuguese tudo, Catalan tot, French tout, Italian tutto, Aromanian tut, Romanian tot, Sardinian totu

 
Indo-European

 
Romance
Asturian tou, Portuguese tudo, Catalan tot, French tout, Italian tutto, Aromanian tut, Romanian tot, Sardinian totu",10th cent.,Latin,Noun
2307,tomar,"tomar
                  
                  
                  (Verb)
                  ""to take""
               
                    11th cent. From Vulgar Latin *tumare 'id.,' possibly from autumare ""to affirm,"" ""to say"" but the semantic development is mysterious. Ultimately of unknown origin.",11th cent.,Vulgar Latin,Verb
2308,tomillo,"tomillo
                  m.
                  
                  (Noun)
                  ""thyme""
               
                    14th cent. Diminutive of Old Spanish tomo 'id.' (early 12th cent.). From Vulgar Latin *tomum 'id.,' from Latin thymum 'id.' Borrowed from Ancient Greek θύμον (thymon) “thyme.”
                    Of unknown origin. Probably borrowed from a pre-Greek language.
                 

Indo-European




Romance
Portuguese tomilho, Galician tomiño, Old French thyme, Italian timo

 
Indo-European

 
Romance
Portuguese tomilho, Galician tomiño, Old French thyme, Italian timo",14th cent.,Old Spanish,Noun
2310,tonto,"tonto
                  
                  
                  (Adjective, Noun)
                  ""silly;"" ""fool""
               
                    First appeared mid-16th cent. Of unknown origin, possibly from an Italian source (see Colón 1997 for discussion).",16th cent.,Italian,Noun
2311,torcer,"torcer
                  
                  
                  (Verb)
                  ""to twist""
               
                    13th cent. From Vulgar Latin *torcere 'id.,' from Latin torquere 'id.'
                    From Proto-Italic *torkw-eje- 'id.' From Proto-Indo-European *torkw-ei̯e- 'id.'
                 

Indo-European




Romance
Portuguese torcer, Catalan tòrcer, French tordre, Italian torcere, Aromanian torcu, Romanian toarce, Sardinian tòrchere


Albanian
Albanian tjerr ""spin""


Balto-Slavic
Old Church Slavonic trakъ ""girdle""


Indo-Iranian
Sanskrit tarkaya- ""to consider,"" Khotanese hataljs- ""to flutter""


Tocharian
A tark ""earring,"" B tärk- ""to turn""

 
Indo-European

 
Romance
Portuguese torcer, Catalan tòrcer, French tordre, Italian torcere, Aromanian torcu, Romanian toarce, Sardinian tòrchere
 
Albanian
Albanian tjerr ""spin""
 
Balto-Slavic
Old Church Slavonic trakъ ""girdle""
 
Indo-Iranian
Sanskrit tarkaya- ""to consider,"" Khotanese hataljs- ""to flutter""
 
Tocharian
A tark ""earring,"" B tärk- ""to turn""",13th cent.,Vulgar Latin,Verb
2312,tormenta,"tormenta
                  f.
                  
                  (Noun)
                  ""storm""
               
                    13th cent. From Latin tormenta ""tortures,"" a plural noun from the singular tormentum.
                    From Proto-Italic *torkw-mn-to- 'id.' From *torkw-eje- ""to torture,"" but originally ""to twist"" (see torcer).
                 

Indo-European




Romance
Portuguese tormenta, Catalan turment, French tourment, Italian tormento, Romanian turment, Sardinian tormentu

 
Indo-European

 
Romance
Portuguese tormenta, Catalan turment, French tourment, Italian tormento, Romanian turment, Sardinian tormentu",13th cent.,Latin,Noun
2313,tornado,"tornado
                  m.
                  
                  (Noun)
                  ""tornado""
               
                    16th cent. From English tornado, borrowed in turn from Spanish tronada.",16th cent.,Old Spanish,Noun
2314,tornar,"tornar
                  
                  
                  (Verb)
                  ""to turn,"" ""to turn into;"" ""to return""
               
                    10th cent. From Latin tornare ""to turn a lathe,"" a verb derived from tornus ""lathe"" (see torno).
                    
                 

Indo-European




Romance
Asturian tornar, Portuguese tornar, Galician tornar, French tourner, Italian tornare, Aromanian tornu, Romanian turna, Sardinian torràe

 
Indo-European

 
Romance
Asturian tornar, Portuguese tornar, Galician tornar, French tourner, Italian tornare, Aromanian tornu, Romanian turna, Sardinian torràe",10th cent.,Latin,Verb
2315,torno,"torno
                  m.
                  
                  (Noun)
                  ""lathe;"" ""turn""
               
                    13th cent. The second sense derives from a turn of a lathe. From Latin tornus ""lathe."" Borrowed Ancient Greek τόρνος ‎(tórnos) 'id.'
                    From Proto-Indo-European *torH-no- ""turner,"" from *terH- ""to turn.""
 

Indo-European




Romance
Portuguese torno, Catalan torn, French tour, Italian tornio


Germanic
Old High German drāen ""to turn,"" Old English þrāwan 'id.' (English to throw)


Balto-Slavic
Serbian Chuch Slavic trěti ""to rub,"" Russian terét' 'id.,' Czech tříti 'id.,' Polish trzeć 'id.,' Slovene trẹ́ti 'id.,' Lithuanian tìrti ""to investigate""

 
Indo-European

 
Romance
Portuguese torno, Catalan torn, French tour, Italian tornio
 
Germanic
Old High German drāen ""to turn,"" Old English þrāwan 'id.' (English to throw)
 
Balto-Slavic
Serbian Chuch Slavic trěti ""to rub,"" Russian terét' 'id.,' Czech tříti 'id.,' Polish trzeć 'id.,' Slovene trẹ́ti 'id.,' Lithuanian tìrti ""to investigate""",13th cent.,Latin,Noun
